country_name,continent,sub_continent,year,cantidad,promedio_edad
Dominican Republic,Americas,Caribbean,2006,206,30.2379
Dominican Republic,Americas,Caribbean,2007,354,31.3503
Dominican Republic,Americas,Caribbean,2008,420,29.8024
Dominican Republic,Americas,Caribbean,2009,687,31.3144
Dominican Republic,Americas,Caribbean,2010,1152,31.7257
Dominican Republic,Americas,Caribbean,2011,1956,32.2848
Dominican Republic,Americas,Caribbean,2012,4655,32.9764
Dominican Republic,Americas,Caribbean,2013,4116,33.7638
Dominican Republic,Americas,Caribbean,2014,3603,34.2603
Dominican Republic,Americas,Caribbean,2015,3517,33.8186
Dominican Republic,Americas,Caribbean,2016,2360,31.0949
Ecuador,Americas,South America,2005,2956,28.3336
Ecuador,Americas,South America,2006,3135,28.5254
Ecuador,Americas,South America,2007,4352,28.5809
Ecuador,Americas,South America,2008,3933,28.5721
Ecuador,Americas,South America,2009,4674,28.8757
Ecuador,Americas,South America,2010,3624,29.0003
Ecuador,Americas,South America,2011,3938,28.4238
Ecuador,Americas,South America,2012,4679,28.4890
Ecuador,Americas,South America,2013,4992,28.7730
Ecuador,Americas,South America,2014,5309,29.1513
Ecuador,Americas,South America,2015,6374,29.3342
Ecuador,Americas,South America,2016,7261,29.5268
El Salvador,Americas,Central America,2010,138,29.2029
El Salvador,Americas,Central America,2011,185,29.5892
El Salvador,Americas,Central America,2012,221,30.0588
El Salvador,Americas,Central America,2013,220,29.6773
El Salvador,Americas,Central America,2014,182,31.2088
El Salvador,Americas,Central America,2015,279,31.1434
El Salvador,Americas,Central America,2016,259,30.0695
France,Europe,Western Europe,2005,569,34.4306
France,Europe,Western Europe,2006,571,32.6252
France,Europe,Western Europe,2007,688,32.8372
France,Europe,Western Europe,2008,710,33.1169
France,Europe,Western Europe,2009,674,33.0964
France,Europe,Western Europe,2010,856,34.2640
France,Europe,Western Europe,2011,862,32.6949
France,Europe,Western Europe,2012,1052,33.0456
France,Europe,Western Europe,2013,1095,31.8429
France,Europe,Western Europe,2014,1190,32.3252
France,Europe,Western Europe,2015,1339,31.9634
France,Europe,Western Europe,2016,1108,32.4278
Germany,Europe,Western Europe,2005,495,35.9758
Germany,Europe,Western Europe,2006,481,35.5301
Germany,Europe,Western Europe,2007,562,36.8149
Germany,Europe,Western Europe,2008,614,35.3306
Germany,Europe,Western Europe,2009,587,36.1789
Germany,Europe,Western Europe,2010,644,35.2966
Germany,Europe,Western Europe,2011,685,35.5153
Germany,Europe,Western Europe,2012,747,34.1673
Germany,Europe,Western Europe,2013,687,35.0451
Germany,Europe,Western Europe,2014,845,36.7456
Germany,Europe,Western Europe,2015,778,36.4743
Germany,Europe,Western Europe,2016,582,35.1168
Guatemala,Americas,Central America,2011,131,27.9618
Guatemala,Americas,Central America,2012,210,27.8429
Guatemala,Americas,Central America,2013,202,25.8713
Guatemala,Americas,Central America,2014,187,27.1070
Guatemala,Americas,Central America,2015,162,29.6296
Guatemala,Americas,Central America,2016,148,29.8784
Haiti,Americas,Caribbean,2005,12,28.5000
Haiti,Americas,Caribbean,2006,55,27.7636
Haiti,Americas,Caribbean,2007,119,28.7143
Haiti,Americas,Caribbean,2008,180,27.9556
Haiti,Americas,Caribbean,2009,365,29.4301
Haiti,Americas,Caribbean,2010,744,29.7446
Haiti,Americas,Caribbean,2011,1188,29.8519
Haiti,Americas,Caribbean,2012,1948,29.2361
Haiti,Americas,Caribbean,2013,2868,29.0903
Haiti,Americas,Caribbean,2014,4407,28.7810
Haiti,Americas,Caribbean,2015,10071,29.7722
Haiti,Americas,Caribbean,2016,27395,30.3771
Honduras,Americas,Central America,2009,147,25.9048
Honduras,Americas,Central America,2010,134,26.2910
Honduras,Americas,Central America,2012,165,26.1758
Honduras,Americas,Central America,2013,159,27.6289
Honduras,Americas,Central America,2014,184,28.4293
Honduras,Americas,Central America,2015,201,27.3881
Honduras,Americas,Central America,2016,188,27.7872
India,Asia,Southern Asia,2005,171,29.9766
India,Asia,Southern Asia,2006,222,30.5721
India,Asia,Southern Asia,2007,264,29.6098
India,Asia,Southern Asia,2008,261,30.5939
India,Asia,Southern Asia,2009,228,32.3026
India,Asia,Southern Asia,2010,266,31.0940
India,Asia,Southern Asia,2011,260,32.2538
India,Asia,Southern Asia,2012,327,30.9664
India,Asia,Southern Asia,2013,293,31.1809
India,Asia,Southern Asia,2014,308,32.1526
India,Asia,Southern Asia,2015,414,31.1039
India,Asia,Southern Asia,2016,401,30.9052
Israel,Asia,Western Asia,2009,140,44.6714
Italy,Europe,Southern Europe,2005,269,38.7286
Italy,Europe,Southern Europe,2006,255,39.1647
Italy,Europe,Southern Europe,2007,269,39.1784
Italy,Europe,Southern Europe,2008,316,41.0095
Italy,Europe,Southern Europe,2009,370,41.0432
Italy,Europe,Southern Europe,2010,626,41.9984
Italy,Europe,Southern Europe,2011,526,40.5875
Italy,Europe,Southern Europe,2012,562,39.3879
Italy,Europe,Southern Europe,2013,724,37.9351
Italy,Europe,Southern Europe,2014,723,38.2600
Italy,Europe,Southern Europe,2015,865,36.7919
Italy,Europe,Southern Europe,2016,716,37.4888
Japan,Asia,Eastern Asia,2005,148,35.3986
Japan,Asia,Eastern Asia,2006,159,36.2138
Japan,Asia,Eastern Asia,2007,149,35.3624
Japan,Asia,Eastern Asia,2008,163,35.1411
Japan,Asia,Eastern Asia,2009,183,37.2240
Japan,Asia,Eastern Asia,2010,146,34.3219
Japan,Asia,Eastern Asia,2011,182,34.3297
Japan,Asia,Eastern Asia,2012,214,33.9486
Japan,Asia,Eastern Asia,2013,169,35.3491
Japan,Asia,Eastern Asia,2014,251,34.5777
Japan,Asia,Eastern Asia,2015,262,35.0649
Japan,Asia,Eastern Asia,2016,207,32.6860
Mexico,Americas,Central America,2005,599,28.9499
Mexico,Americas,Central America,2006,688,29.5305
Mexico,Americas,Central America,2007,853,30.3599
Mexico,Americas,Central America,2008,849,30.1814
Mexico,Americas,Central America,2009,880,31.4443
Mexico,Americas,Central America,2010,917,30.7219
Mexico,Americas,Central America,2011,1051,30.5576
Mexico,Americas,Central America,2012,1339,30.9664
Mexico,Americas,Central America,2013,1356,30.6600
Mexico,Americas,Central America,2014,1458,31.3957
Mexico,Americas,Central America,2015,1607,31.7268
Mexico,Americas,Central America,2016,1346,30.9911
Netherlands,Europe,Northern Europe,2007,125,37.2560
Netherlands,Europe,Northern Europe,2009,140,35.9429
Netherlands,Europe,Northern Europe,2011,130,39.2154
Netherlands,Europe,Northern Europe,2012,159,36.0692
Netherlands,Europe,Northern Europe,2013,145,37.6621
Netherlands,Europe,Northern Europe,2014,170,37.4882
Netherlands,Europe,Northern Europe,2015,151,35.5960
Pakistan,Asia,Southern Asia,2009,138,29.2319
Pakistan,Asia,Southern Asia,2013,128,31.1484
Pakistan,Asia,Southern Asia,2015,147,30.8163
Pakistan,Asia,Southern Asia,2016,199,29.9749
Panama,Americas,Central America,2007,161,26.0994
Panama,Americas,Central America,2008,305,25.4459
Panama,Americas,Central America,2009,322,24.5839
Panama,Americas,Central America,2010,224,25.4866
Panama,Americas,Central America,2011,247,26.3765
Panama,Americas,Central America,2012,197,26.4112
Panama,Americas,Central America,2013,171,29.0877
Panama,Americas,Central America,2014,136,29.3824
Panama,Americas,Central America,2015,131,29.5267
Panama,Americas,Central America,2016,132,30.4318
Paraguay,Americas,South America,2005,403,28.4665
Paraguay,Americas,South America,2006,447,27.5235
Paraguay,Americas,South America,2007,782,27.6688
Paraguay,Americas,South America,2008,824,26.8022
Paraguay,Americas,South America,2009,874,26.8810
Paraguay,Americas,South America,2010,889,26.3532
Paraguay,Americas,South America,2011,1052,27.2243
Paraguay,Americas,South America,2012,1286,26.7481
Paraguay,Americas,South America,2013,1331,27.0466
Paraguay,Americas,South America,2014,1391,26.9547
Paraguay,Americas,South America,2015,1556,27.4120
Paraguay,Americas,South America,2016,1422,27.1646
Peru,Americas,South America,2005,25966,30.0154
Peru,Americas,South America,2006,32746,30.1385
Peru,Americas,South America,2007,63869,30.3477
Peru,Americas,South America,2008,47336,29.9386
Peru,Americas,South America,2009,56586,30.5344
Peru,Americas,South America,2010,38048,29.7950
Peru,Americas,South America,2011,40628,29.5707
Peru,Americas,South America,2012,49643,29.7597
Peru,Americas,South America,2013,48517,29.8979
Peru,Americas,South America,2014,49900,30.0023
Peru,Americas,South America,2015,59767,30.3069
Peru,Americas,South America,2016,53624,30.2980
Philippines,Asia,South-Eastern Asia,2015,177,39.0791
Philippines,Asia,South-Eastern Asia,2016,187,38.6417
Poland,Europe,Eastern Europe,2011,140,36.4357
Poland,Europe,Eastern Europe,2013,127,32.8740
Poland,Europe,Eastern Europe,2015,154,36.0000
Portugal,Europe,Southern Europe,2012,166,35.2771
Portugal,Europe,Southern Europe,2013,334,36.7635
Portugal,Europe,Southern Europe,2014,381,37.0079
Portugal,Europe,Southern Europe,2015,466,38.6288
Portugal,Europe,Southern Europe,2016,377,38.9072
Romania,Europe,Eastern Europe,2013,122,36.2049
Romania,Europe,Eastern Europe,2015,128,38.8047
Romania,Europe,Eastern Europe,2016,136,35.8382
Russian Federation,Europe,Eastern Europe,2007,135,33.2148
Russian Federation,Europe,Eastern Europe,2008,129,32.7287
Russian Federation,Europe,Eastern Europe,2009,146,33.2192
Russian Federation,Europe,Eastern Europe,2010,177,31.8701
Russian Federation,Europe,Eastern Europe,2011,218,34.6376
Russian Federation,Europe,Eastern Europe,2012,245,32.7102
Russian Federation,Europe,Eastern Europe,2013,249,32.1365
Russian Federation,Europe,Eastern Europe,2014,322,31.0559
Russian Federation,Europe,Eastern Europe,2015,339,32.2124
Russian Federation,Europe,Eastern Europe,2016,331,33.7432
South Korea,Asia,Eastern Asia,2005,315,32.5587
South Korea,Asia,Eastern Asia,2006,345,33.4000
South Korea,Asia,Eastern Asia,2007,320,34.4000
South Korea,Asia,Eastern Asia,2008,376,33.9229
South Korea,Asia,Eastern Asia,2009,425,36.0141
South Korea,Asia,Eastern Asia,2010,544,39.6029
South Korea,Asia,Eastern Asia,2011,558,35.8047
South Korea,Asia,Eastern Asia,2012,442,33.9593
South Korea,Asia,Eastern Asia,2013,445,33.9596
South Korea,Asia,Eastern Asia,2014,460,34.8565
South Korea,Asia,Eastern Asia,2015,661,38.4584
South Korea,Asia,Eastern Asia,2016,505,37.5228
Spain,Europe,Southern Europe,2005,825,36.3030
Spain,Europe,Southern Europe,2006,869,36.4511
Spain,Europe,Southern Europe,2007,944,36.0371
Spain,Europe,Southern Europe,2008,936,37.6100
Spain,Europe,Southern Europe,2009,1092,36.5183
Spain,Europe,Southern Europe,2010,1170,36.1632
Spain,Europe,Southern Europe,2011,1508,35.5763
Spain,Europe,Southern Europe,2012,2989,34.7126
Spain,Europe,Southern Europe,2013,5737,34.1482
Spain,Europe,Southern Europe,2014,6262,34.3084
Spain,Europe,Southern Europe,2015,6313,34.5440
Spain,Europe,Southern Europe,2016,4458,35.6561
Switzerland,Europe,Western Europe,2008,128,35.2813
Switzerland,Europe,Western Europe,2009,138,35.3188
Switzerland,Europe,Western Europe,2011,146,35.8014
Switzerland,Europe,Western Europe,2012,148,37.4797
Switzerland,Europe,Western Europe,2013,145,35.0207
Switzerland,Europe,Western Europe,2014,142,37.0915
Switzerland,Europe,Western Europe,2015,146,35.9726
Syrian Arab Republic,Asia,Western Asia,2016,137,28.4380
Turkey,Asia,Western Asia,2012,129,31.8915
Turkey,Asia,Western Asia,2015,148,32.1216
Turkey,Asia,Western Asia,2016,127,29.9606
United Kingdom of Great Britain and Northern Ireland,Europe,Northern Europe,2005,227,34.5066
United Kingdom of Great Britain and Northern Ireland,Europe,Northern Europe,2006,192,37.9792
United Kingdom of Great Britain and Northern Ireland,Europe,Northern Europe,2007,228,35.2456
United Kingdom of Great Britain and Northern Ireland,Europe,Northern Europe,2008,255,36.5451
United Kingdom of Great Britain and Northern Ireland,Europe,Northern Europe,2009,284,35.2042
United Kingdom of Great Britain and Northern Ireland,Europe,Northern Europe,2010,269,35.2082
United Kingdom of Great Britain and Northern Ireland,Europe,Northern Europe,2011,236,35.1144
United Kingdom of Great Britain and Northern Ireland,Europe,Northern Europe,2012,281,33.9893
United Kingdom of Great Britain and Northern Ireland,Europe,Northern Europe,2013,279,33.6703
United Kingdom of Great Britain and Northern Ireland,Europe,Northern Europe,2014,280,34.1071
United Kingdom of Great Britain and Northern Ireland,Europe,Northern Europe,2015,248,35.7460
United States of America,Americas,Northern America,2005,1984,29.4199
United States of America,Americas,Northern America,2006,1926,30.9418
United States of America,Americas,Northern America,2007,2041,30.6595
United States of America,Americas,Northern America,2008,2377,30.2427
United States of America,Americas,Northern America,2009,2615,28.8623
United States of America,Americas,Northern America,2010,3287,29.0742
United States of America,Americas,Northern America,2011,3425,29.3784
United States of America,Americas,Northern America,2012,3976,30.4464
United States of America,Americas,Northern America,2013,3749,29.9571
United States of America,Americas,Northern America,2014,3796,28.7566
United States of America,Americas,Northern America,2015,3413,29.4621
United States of America,Americas,Northern America,2016,2673,28.7636
Uruguay,Americas,South America,2005,1077,30.1476
Uruguay,Americas,South America,2006,1099,30.3003
Uruguay,Americas,South America,2007,1275,30.8486
Uruguay,Americas,South America,2008,1271,30.6098
Uruguay,Americas,South America,2009,1171,31.8437
Uruguay,Americas,South America,2010,1190,31.7420
Uruguay,Americas,South America,2011,1075,31.8586
Uruguay,Americas,South America,2012,1186,32.5438
Uruguay,Americas,South America,2013,956,32.6872
Uruguay,Americas,South America,2014,957,33.3323
Uruguay,Americas,South America,2015,1072,33.6222
Uruguay,Americas,South America,2016,858,33.8380
Venezuela,Americas,South America,2005,567,30.8201
Venezuela,Americas,South America,2006,618,31.4773
Venezuela,Americas,South America,2007,773,30.7503
Venezuela,Americas,South America,2008,819,31.2442
Venezuela,Americas,South America,2009,1013,30.9260
Venezuela,Americas,South America,2010,1091,31.8717
Venezuela,Americas,South America,2011,1453,31.4370
Venezuela,Americas,South America,2012,1760,31.8983
Venezuela,Americas,South America,2013,2015,31.0968
Venezuela,Americas,South America,2014,3557,30.6458
Venezuela,Americas,South America,2015,9730,30.1084
Venezuela,Americas,South America,2016,26623,29.8724
